State,Name,Address,Price,Bed_Info,Phone,low_price,high_price
New Hampshire,"83 Richards Ave, Portsmouth, NH 03801","83 Richards Ave, Portsmouth, NH 03801",3100,"2 Beds, 1 Bath, 762 sq ft",,3100,3100
New Jersey,626 Newark Ave,"626 Newark Ave, Jersey City, NJ 07306",2308 - 4108,Studio - 2 Beds,2016853269.0,2308,4108
New Jersey,The Beacon Jersey City,"20 Beacon Way, Jersey City, NJ 07304",1845 - 3475,Studio - 2 Beds,8622474597.0,1845,3475
New Jersey,Newport Rentals,"121 Town Square Pl, Jersey City, NJ 07310",2612 - 11145,Studio - 4 Beds,9737073928.0,2612,11145
New Jersey,Hudson House,"315 15th St, Jersey City, NJ 07310",3638 - 12840,Studio - 3 Beds,9738407927.0,3638,12840
New Jersey,The Hendrix,"180 Morgan St, Jersey City, NJ 07302",3300 - 11100,Studio - 3 Beds,5512615841.0,3300,11100
New Jersey,The Hazel Jersey City,"89 Monitor St, Jersey City, NJ 07304",2444 - 5051,Studio - 2 Beds,9736046504.0,2444,5051
New Jersey,26 Van Reipen,"26 Van Reipen Ave, Jersey City, NJ 07306",2300 - 3200,Studio - 1 Bed,5512691563.0,2300,3200
New Jersey,The Journal,"36 Journal Sq, Jersey City, NJ 07306",3130 - 7300,Studio - 3 Beds,5512091484.0,3130,7300
New Jersey,Cast Iron Lofts,"300 Coles St, Jersey City, NJ 07310",3232 - 8936,Studio - 3 Beds,5514655233.0,3232,8936
New Jersey,Grove Pointe,"100 Christopher Columbus Dr, Jersey City, NJ 07302",3802 - 6045,Studio - 2 Beds,9734471365.0,3802,6045
New Jersey,Vantage Collection,"1-33 Park View Ave, Jersey City, NJ 07302",3322 - 7151,Studio - 2 Beds,9083651223.0,3322,7151
New Jersey,Soho Lofts,"273 16th St, Jersey City, NJ 07310",3035 - 7955,Studio - 5 Beds,9735471418.0,3035,7955
New Jersey,485 Marin,"485 Marin Blvd, Jersey City, NJ 07302",3265 - 7264,Studio - 3 Beds,9736042155.0,3265,7264
New Jersey,235 Grand,"235 Grand St, Jersey City, NJ 07302",3245 - 7139,Studio - 2 Beds,9735281738.0,3245,7139
New Jersey,Haus25,"25 Christopher Columbus Dr, Jersey City, NJ 07302",3495 - 13328,Studio - 3 Beds,9735287864.0,3495,13328
New Jersey,Rivet 26,"26 University Place Blvd, Jersey City, NJ 07305",1995 - 3095,Studio - 1 Bed,9088458822.0,1995,3095
New Jersey,351 Marin,"351 Marin Blvd, Jersey City, NJ 07302",3221 - 6533,Studio - 2 Beds,9735288947.0,3221,6533
New Jersey,The BLVD Collection,"425 Washington Blvd, Jersey City, NJ 07310",2945 - 5920,Studio - 2 Beds,9737989335.0,2945,5920
New Jersey,Tetris,"187 Culver Ave, Jersey City, NJ 07305",2350 - 3550,1-2 Beds,5512679872.0,2350,3550
New Jersey,Atlas,"270 Johnston Ave, Jersey City, NJ 07304",2681 - 9339,Studio - 3 Beds,5512317990.0,2681,9339
New Jersey,Skylar Lofts,"26 Brook St, Jersey City, NJ 07302",2400 - 5500,Studio - 3 Beds,9738408615.0,2400,5500
New Jersey,Oliver on the Hudson,"190 Chapel Ave, Jersey City, NJ 07305",2470 - 8235,Studio - 3 Beds,5512731186.0,2470,8235
New Jersey,Verde Jersey City,"873 Communipaw Ave, Jersey City, NJ 07304",2450 - 3525,1-2 Beds,5512788076.0,2450,3525
New Jersey,18 Park,"199 Marin Blvd, Jersey City, NJ 07302",3131 - 5872,Studio - 2 Beds,9734478031.0,3131,5872
New Jersey,225 Grand,"225 Grand St, Jersey City, NJ 07302",3140 - 5432,Studio - 2 Beds,9735471539.0,3140,5432
New Jersey,Avalon Cove,"444 Washington Blvd, Jersey City, NJ 07310",3200 - 7735,1-4 Beds,9738603768.0,3200,7735
New Jersey,Magnolia Apartments,"125-129 Magnolia Ave, Jersey City, NJ 07306",1799 - 3813,Studio - 3 Beds,9086625334.0,1799,3813
New Jersey,Sable,"200 Greene St, Jersey City, NJ 07302",3025 - 6180,Studio - 2 Beds,8623439207.0,3025,6180
New Jersey,Journal Squared,"615 Pavonia Ave, Jersey City, NJ 07306",2843 - 6520,Studio - 3 Beds,9733545632.0,2843,6520
New Jersey,Avalon Hoboken,"800 Madison St, Hoboken, NJ 07030",3835 - 5015,1-2 Beds,5512039209.0,3835,5015
New Jersey,Juliana Apartments,"600 Jackson St, Hoboken, NJ 07030",3852 - 6074,1-3 Beds,9295525231.0,3852,6074
New Jersey,7 Seventy House,"770 Jackson St, Hoboken, NJ 07030",3758 - 10437,Studio - 3 Beds,2013717341.0,3758,10437
New Jersey,VYV North,"474 Warren St, Jersey City, NJ 07302",3422 - 8536,Studio - 2 Beds,9734479442.0,3422,8536
New Jersey,65 Bay Street,"65 Bay St, Jersey City, NJ 07302",3282 - 7099,Studio - 2 Beds,9737981982.0,3282,7099
New Jersey,Columbus Collection,"90 Christopher Columbus Dr, Jersey City, NJ 07302",3495 - 6215,Studio - 3 Beds,9087371053.0,3495,6215
New Jersey,One Grove,"215 Grove St, Jersey City, NJ 07302",3170 - 5736,Studio - 3 Beds,2159774735.0,3170,5736
New Jersey,Embankment House,"270 10th St, Jersey City, NJ 07302",2859 - 5570,Studio - 3 Beds,8447315495.0,2859,5570
New Jersey,Orchard,"55 Orchard St, Jersey City, NJ 07306",2100 - 5975,Studio - 3 Beds,2018855668.0,2100,5975
New Jersey,Starling,"66 Monitor St, Jersey City, NJ 07304",2360 - 3353,Studio - 1 Bed,9084027192.0,2360,3353
New Jersey,The Morgan at Provost Square,"160 Morgan St, Jersey City, NJ 07302",3035 - 5635,Studio - 3 Beds,9735665664.0,3035,5635
New Jersey,Bay Grove Arms,"225 Bay St, Jersey City, NJ 07302",4400 - 5000,2 Beds,2017482981.0,4400,5000
New Jersey,295J,"295 Johnston Ave, Jersey City, NJ 07304",2525 - 3365,Studio - 3 Beds,5512055489.0,2525,3365
New Jersey,The Gotham,"255 Warren St, Jersey City, NJ 07302",3055 - 4970,Studio - 3 Beds,5512965270.0,3055,4970
New Jersey,Bela,"74 Maple St, Jersey City, NJ 07304",3625 - 4225,1-2 Beds,9735429961.0,3625,4225
New Jersey,70 Greene,"70 Greene St, Jersey City, NJ 07302",2904 - 7126,Studio - 3 Beds,5512258046.0,2904,7126
New Jersey,The Devan,"3 New York Ave, Jersey City, NJ 07307",3090 - 6860,Studio - 3 Beds,2058923222.0,3090,6860
New Jersey,One Ten,"110 Hoboken Ave, Jersey City, NJ 07310",2840 - 5705,Studio - 2 Beds,9089658603.0,2840,5705
New Jersey,Liberty Towers,"33 Hudson St, Jersey City, NJ 07302",3285 - 6105,Studio - 2 Beds,9737559521.0,3285,6105
New Jersey,340 Third,"340 3rd St, Jersey City, NJ 07302",2835 - 3525,Studio - 2 Beds,5512279849.0,2835,3525
New Jersey,22 Fleet St,"22 Fleet St, Jersey City, NJ 07306",2200 - 2550,Studio - 1 Bed,2016307556.0,2200,2550
New Jersey,Sawyer,"39 New York Ave, Jersey City, NJ 07307",2404 - 11250,Studio - 2 Beds,5514659326.0,2404,11250
New Jersey,3 Journal Square,"2935 John F Kennedy Blvd, Jersey City, NJ 07306",2559 - 3389,Studio - 3 Beds,2017205095.0,2559,3389
New Jersey,99 Storms Ave,"99 Storms Ave, Jersey City, NJ 07306",1950 - 2600,Studio - 1 Bed,5512039528.0,1950,2600
New Jersey,3 Acres,"400 Claremont Ave, Jersey City, NJ 07304",2025 - 3700,Studio - 2 Beds,9738472520.0,2025,3700
New Jersey,Furnished Micro Studios,"190 Academy St, Jersey City, NJ 07306",1680 - 1810,Studio,8629301437.0,1680,1810
New Jersey,425 Summit Ave,"425 Summit Ave, Jersey City, NJ 07306",2287 - 6400,Studio - 3 Beds,5512268275.0,2287,6400
New Jersey,VINE,"900 Monroe St, Hoboken, NJ 07030",3864 - 16040,1-3 Beds,5513023464.0,3864,16040
New Jersey,Courtyard at Jefferson,"800 Jefferson St, Hoboken, NJ 07030",3560 - 6316,1-3 Beds,9735665861.0,3560,6316
New Jersey,Observer Park,"51 Garden St, Hoboken, NJ 07030",3750 - 5800,1-3 Beds,5512055623.0,3750,5800
New Jersey,39 High Street,"39 High St, Jersey City, NJ 07306",2200 - 3700,Studio - 3 Beds,2018842032.0,2200,3700
New Jersey,The One,"110 1st St, Jersey City, NJ 07302",3745 - 5000,1-2 Beds,9089658632.0,3745,5000
New Jersey,Journal Square Urby,"532 Summit Ave, Jersey City, NJ 07306",2995 - 9765,Studio - 2 Beds,5512679785.0,2995,9765
New Jersey,The Agnes,"132 Yale Ave, Jersey City, NJ 07304",2490 - 3550,Studio - 4 Beds,9087728922.0,2490,3550
New Jersey,Le Leo,"244 St. Paul&#39;s Ave, Jersey City, NJ 07306",Call for Rent,Studio - 2 Beds,5512928335.0,0,0
New Jersey,Newport Rental Towers,"35 Newport Pky, Jersey City, NJ 07310",Call for Rent,Studio - 3 Beds,9735471266.0,0,0
New Jersey,The Fairmount at McGinley,"280 Fairmount Ave, Jersey City, NJ 07306",2400 - 3000,1-2 Beds,2014733950.0,2400,3000
New Jersey,Moxie @ JSQ,"253 Academy St, Jersey City, NJ 07306",2075,Studio,5512614471.0,2075,2075
New Jersey,829 Garfield Ave,"829 Garfield Ave, Jersey City, NJ 07305",2400 - 3950,2-3 Beds,8482259181.0,2400,3950
New Jersey,345 Baldwin Ave,"345 Baldwin Ave, Jersey City, NJ 07306",2300 - 4150,Studio - 3 Beds,2015818626.0,2300,4150
New Jersey,Windsor at Liberty House,"115 Morris St, Jersey City, NJ 07302",3445 - 9235,1-3 Beds,9087728147.0,3445,9235
New Jersey,3539 Kennedy Blvd,"3539 John F Kennedy Blvd, Jersey City, NJ 07307",2650,"2 Beds, 890 sq ft",5512570546.0,2650,2650
New Jersey,Lenox,"207 Van Vorst St, Jersey City, NJ 07302",2732 - 7895,Studio - 3 Beds,9089658470.0,2732,7895
New Jersey,The Lively,"321 Warren St, Jersey City, NJ 07302",3275 - 6354,Studio - 3 Beds,2018093554.0,3275,6354
New Jersey,Quinn,"197 Van Vorst St, Jersey City, NJ 07302",2703 - 10768,Studio - 3 Beds,5512050949.0,2703,10768
New Jersey,The Cove,"340-348 West Side Ave, Jersey City, NJ 07305",1850 - 1950,1 Bed,2019875565.0,1850,1950
New Jersey,2684-Highland Arms Realty,"2684 John F Kennedy Blvd, Jersey City, NJ 07306",3000,3 Beds,2017482124.0,3000,3000
New Jersey,Modera Lofts,"350 Warren St, Jersey City, NJ 07302",3033 - 9733,Studio - 2 Beds,5512039213.0,3033,9733
New Jersey,388 Communipaw Ave,"388 Communipaw Ave, Jersey City, NJ 07304",2750 - 4200,2 Beds,2242930040.0,2750,4200
New Jersey,Birch House,"49 Fisk St, Jersey City, NJ 07305",1985 - 3700,Studio - 2 Beds,5512258033.0,1985,3700
New Jersey,Ascent,"500 Communipaw Ave, Jersey City, NJ 07304",2050 - 3500,Studio - 3 Beds,2017482699.0,2050,3500
New Jersey,311 Pine - The Pine,"311 Pine St, Jersey City, NJ 07304",2782 - 3986,2 Beds,2014256141.0,2782,3986
New Jersey,2680 John F Kennedy Blvd,"2680 John F Kennedy Blvd, Jersey City, NJ 07306",1895,"1 Bed, 750 sq ft",2019847619.0,1895,1895
New Jersey,Elks Club JSQ,"275 Magnolia Ave, Jersey City, NJ 07306",2645 - 3600,1-2 Beds,8622474308.0,2645,3600
New Jersey,316 Forrest St,"316 Forrest St, Jersey City, NJ 07304",1950 - 2500,1-2 Beds,8454030879.0,1950,2500
New Jersey,Kennedy Lofts,"100 Newkirk St, Jersey City, NJ 07306",2050 - 2500,Studio - 1 Bed,8622474408.0,2050,2500
New Jersey,25 Senate Place,"25 Senate Pl, Jersey City, NJ 07306",1995 - 2975,Studio - 1 Bed,8622120175.0,1995,2975
New Jersey,The Helix,"211 Baldwin Ave, Jersey City, NJ 07306",2000 - 3500,Studio - 2 Beds,2014236322.0,2000,3500
New Jersey,600 Harrison,"600 Harrison St, Hoboken, NJ 07030",2800 - 4700,1-2 Beds,5514657249.0,2800,4700
New Jersey,165 New York Ave,"165 New York Ave, Jersey City, NJ 07307",2000,"1 Bed, 1 Bath, 150 sq ft",6672618765.0,2000,2000
New Jersey,444 Washington Blvd Unit FL3-ID672,"444 Washington Blvd, Jersey City, NJ 07310",4610,"2 Beds, 2 Baths, 1,152 sq ft",2012980931.0,4610,4610
New Jersey,149 Lafayette St Unit 2,"149 Lafayette St Unit 2, Jersey City, NJ 07304",2250,"1 Bed, 1 Bath, 850 sq ft",8623482774.0,2250,2250
New Jersey,77 Park Ave Unit FL15-ID902,"77 Park Ave Unit FL15-ID902, Hoboken, NJ 07030",5160,"1 Bed, 1 Bath, 800 sq ft",5512102193.0,5160,5160
New Jersey,475 Monmouth St Unit 4,"475 Monmouth St Unit 4, Jersey City, NJ 07302",3400,"3 Beds, 1 Bath, 950 sq ft",8777415756.0,3400,3400
New Jersey,77 Hudson St Unit 3203,"77 Hudson St Unit 3203, Jersey City, NJ 07302",8950,"3 Beds, 2 Baths, 1,510 sq ft",5512050133.0,8950,8950
New Jersey,64 Wallis Ave Unit 1,"64 Wallis Ave Unit 1, Jersey City, NJ 07306",2850,"3 Beds, 1.5 Baths, 100 sq ft",5512774874.0,2850,2850
New Jersey,280 Marin Blvd Unit 3A,"280 Marin Blvd Unit 3A, Jersey City, NJ 07302",2425,"1 Bed, 1 Bath, 600 sq ft",,2425,2425
New Jersey,76 Romaine Ave Unit 6,"76 Romaine Ave Unit 6, Jersey City, NJ 07306",2399,"2 Beds, 1 Bath, 650 sq ft",,2399,2399
New Jersey,77 Hudson St Unit 3104,"77 Hudson St Unit 3104, Jersey City, NJ 07302",4800,"1 Bed, 1 Bath, 941 sq ft",,4800,4800
New Jersey,197 Freeman Ave Unit 2,"197 Freeman Ave Unit 2, Jersey City, NJ 07306",2300,"2 Beds, 1 Bath, 800 sq ft",2016854823.0,2300,2300
New Jersey,267 Forrest St Unit 1,"267 Forrest St Unit 1, Jersey City, NJ 07304",2100,"3 Beds, 1 Bath, 1,000 sq ft",9295529918.0,2100,2100
New Jersey,189 Terrace Ave Unit 1,"189 Terrace Ave Unit 1, Jersey City, NJ 07307",3800,"3 Beds, 3 Baths, 1,400 sq ft",9733556963.0,3800,3800
New Jersey,20 Newport Pkwy Unit 503,"20 Newport Pkwy Unit 503, Jersey City, NJ 07310",3875,"1 Bed, 1 Bath, 900 sq ft",7329431905.0,3875,3875
New Jersey,242 Lexington Ave Unit 3,"242 Lexington Ave Unit 3, Jersey City, NJ 07304",2000,"2 Beds, 1 Bath, 800 sq ft",,2000,2000
New Jersey,426 Liberty Ave,"426 Liberty Ave, Jersey City, NJ 07307",2650,"3 Beds, 2 Baths, 2,480 sq ft",5512299228.0,2650,2650
New Jersey,501 Martin Luther King Jr Dr Unit # 2,"501 Martin Luther King Jr Dr Unit # 2, Jersey City, NJ 07304",2400,"3 Beds, 1 Bath, 1,200 sq ft",5512273088.0,2400,2400
New Jersey,658 Grand St,"658 Grand St, Jersey City, NJ 07304",2350 - 3000,"1-2 Beds, 1 Bath",9733183648.0,2350,3000
New Jersey,294 Claremont Ave Unit 2,"294 Claremont Ave Unit 2, Jersey City, NJ 07305",2800,"3 Beds, 1 Bath, 1,000 sq ft",,2800,2800
New Jersey,158 Hopkins Ave Unit First Floor,"158 Hopkins Ave Unit First Floor, Jersey City, NJ 07306",1975,"2 Beds, 1 Bath, 1,606 sq ft",5512506634.0,1975,1975
New Jersey,20 Sherman Ave Unit 2,"20 Sherman Ave Unit 2, Jersey City, NJ 07307",3200,"2 Beds, 1 Bath, 1,100 sq ft",,3200,3200
New Jersey,3256 John F Kennedy Blvd Unit 2,"3256 John F Kennedy Blvd Unit 2, Jersey City, NJ 07306",2750,"3 Beds, 1 Bath, 1,300 sq ft",2013806703.0,2750,2750
New Jersey,114 Erie St Unit 3,"114 Erie St Unit 3, Jersey City, NJ 07302",5999,"6 Beds, 3 Baths, 2,600 sq ft",2017620853.0,5999,5999
New Jersey,196 Danforth Ave Unit Room only,"196 Danforth Ave Unit Room only, Jersey City, NJ 07305",1250,"1 Bed, 1 Bath, 140 sq ft",5512679713.0,1250,1250
New Jersey,543 Martin Luther King Jr Dr Unit 408,"543 Martin Luther King Jr Dr Unit 408, Jersey City, NJ 07304",2400,"1 Bed, 1 Bath, 600 sq ft",,2400,2400
New Jersey,625 Bramhall Ave Unit 3r,"625 Bramhall Ave Unit 3r, Jersey City, NJ 07304",2095,"2 Beds, 1 Bath, 800 sq ft",8454031752.0,2095,2095
New Jersey,75 Park Ln S,"75 Park Ln S, Jersey City, NJ 07310",4150 - 6000,"1-2 Beds, 1-2 Baths",,4150,6000
New Jersey,373 Danforth Ave Unit 305,"373 Danforth Ave Unit 305, Jersey City, NJ 07305",2140,"2 Beds, 1 Bath, 900 sq ft",8456825353.0,2140,2140
New Jersey,65 Wade St Unit 1,"65 Wade St Unit 1, Jersey City, NJ 07305",2400,"3 Beds, 1 Bath, 1,000 sq ft",8452624188.0,2400,2400
New Jersey,69 Martin Luther King Jr Dr Unit 2,"69 Martin Luther King Jr Dr Unit 2, Jersey City, NJ 07305",2425,"3 Beds, 1 Bath, 1,000 sq ft",8456825015.0,2425,2425
New Jersey,140 Terhune Ave Unit 2,"140 Terhune Ave Unit 2, Jersey City, NJ 07305",2250,"3 Beds, 1 Bath, 850 sq ft",2019320338.0,2250,2250
New Jersey,338 Sip Ave Unit 2,"338 Sip Ave Unit 2, Jersey City, NJ 07306",3600,"3 Beds, 2 Baths, 1,500 sq ft",,3600,3600
New Jersey,1595 John F Kennedy Blvd Unit 5,"1595 John F Kennedy Blvd Unit 5, Jersey City, NJ 07305",2200,"2 Beds, 1 Bath, 800 sq ft",,2200,2200
New Jersey,3144 John F Kennedy Blvd,"3144 John F Kennedy Blvd, Jersey City, NJ 07306",2250,"2 Beds, 1 Bath, 900 sq ft",,2250,2250
New Jersey,425 3rd St Unit 216,"425 3rd St Unit 216, Jersey City, NJ 07302",3125,"1 Bed, 1 Bath, 700 sq ft",,3125,3125
New Jersey,183 Wegman Pky Unit 2,"183 Wegman Pky Unit 2, Jersey City, NJ 07305",2400,"3 Beds, 1 Bath, 1,100 sq ft",,2400,2400
New Jersey,70 Martin Luther King Jr Dr Unit 2,"70 Martin Luther King Jr Dr Unit 2, Jersey City, NJ 07305",2200,"3 Beds, 1 Bath, 1,000 sq ft",,2200,2200
New Jersey,107 Wilkinson Ave Unit 2,"107 Wilkinson Ave Unit 2, Jersey City, NJ 07305",2275,"3 Beds, 1 Bath, 1,000 sq ft",,2275,2275
New Jersey,35 Van Wagenen Ave Unit 2,"35 Van Wagenen Ave Unit 2, Jersey City, NJ 07306",2800,"2 Beds, 2 Baths, 860 sq ft",,2800,2800
New Jersey,245 Liberty Ave Unit 2R,"245 Liberty Ave Unit 2R, Jersey City, NJ 07307",1990,"2 Beds, 1 Bath, 1,000 sq ft",8623255278.0,1990,1990
New Jersey,131 Clifton Pl Unit 3,"131 Clifton Pl Unit 3, Jersey City, NJ 07304",2300,"1 Bed, 1 Bath, 600 sq ft",2014845838.0,2300,2300
New Jersey,67 Lincoln St Unit 2L,"67 Lincoln St Unit 2L, Jersey City, NJ 07307",2700,"2 Beds, 2 Baths, 900 sq ft",,2700,2700
New Jersey,20 Western Ave Unit 3,"20 Western Ave Unit 3, Jersey City, NJ 07307",2800,"3 Beds, 1 Bath, 1,100 sq ft",,2800,2800
New Jersey,242 Beacon Ave,"242 Beacon Ave, Jersey City, NJ 07306",2600 - 3275,"1-2 Beds, 1-2 Baths",,2600,3275
New Jersey,99 Sackett St,"99 Sackett St, Jersey City, NJ 07304",2500 - 3200,"2 Beds, 1 Bath",,2500,3200
New Jersey,166 Carteret Ave Unit Apt 2,"166 Carteret Ave Unit Apt 2, Jersey City, NJ 07305",2700,"4 Beds, 1 Bath, 1,100 sq ft",2019040143.0,2700,2700
New Jersey,565 Ocean Ave Unit 2,"565 Ocean Ave Unit 2, Jersey City, NJ 07305",2250,"3 Beds, 1 Bath, 900 sq ft",,2250,2250
New Jersey,9 Saint Pauls Ave Unit 4R,"9 Saint Pauls Ave Unit 4R, Jersey City, NJ 07306",2200,"2 Beds, 1 Bath, 800 sq ft",,2200,2200
New Jersey,227 4th St Unit 303,"227 4th St Unit 303, Jersey City, NJ 07302",5200,"2 Beds, 2 Baths, 1,100 sq ft",,5200,5200
New Jersey,171 Old Bergen Rd Unit 302,"171 Old Bergen Rd Unit 302, Jersey City, NJ 07305",2000,"2 Beds, 1 Bath, 1,000 sq ft",2016361854.0,2000,2000
New Jersey,36 Rutgers Ave Unit 1,"36 Rutgers Ave Unit 1, Jersey City, NJ 07305",2500,"3 Beds, 1 Bath, 1,000 sq ft",,2500,2500
New Jersey,97 Wilkinson Ave Unit 2,"97 Wilkinson Ave Unit 2, Jersey City, NJ 07305",3000,"4 Beds, 1 Bath, 1,300 sq ft",,3000,3000
New Jersey,104 Belmont Ave Unit C1,"104 Belmont Ave Unit C1, Jersey City, NJ 07304",1700,"1 Bed, 1 Bath, 600 sq ft",,1700,1700
New Jersey,42 Jewett Ave Unit 2,"42 Jewett Ave Unit 2, Jersey City, NJ 07304",1850,"1 Bed, 1 Bath, 1,000 sq ft",,1850,1850
New Jersey,133 Mallory Ave Unit 1,"133 Mallory Ave Unit 1, Jersey City, NJ 07304",2725,"4 Beds, 2 Baths, 1,200 sq ft",,2725,2725
New Jersey,10 Sheffield St Unit 4,"10 Sheffield St Unit 4, Jersey City, NJ 07305",1900,"2 Beds, 1 Bath, 700 sq ft",,1900,1900
New Jersey,749 Garfield Ave Unit 3B,"749 Garfield Ave Unit 3B, Jersey City, NJ 07305",2500,"3 Beds, 1 Bath, 900 sq ft",,2500,2500
New Jersey,17 Madison Ave Unit 2,"17 Madison Ave Unit 2, Jersey City, NJ 07304",2250,"2 Beds, 1 Bath, 800 sq ft",,2250,2250
New Jersey,3396 John F Kennedy Blvd Unit 3,"3396 John F Kennedy Blvd Unit 3, Jersey City, NJ 07307",2750,"2 Beds, 1 Bath, 700 sq ft",5512446185.0,2750,2750
New Jersey,270 Summit Ave Unit Apt#1,"270 Summit Ave Unit Apt#1, Jersey City, NJ 07306",2050,"1 Bed, 1 Bath, 600 sq ft",5512039613.0,2050,2050
New Jersey,89 Belmont Ave Unit 1L,"89 Belmont Ave Unit 1L, Jersey City, NJ 07304",2100,"2 Beds, 1 Bath, 1,000 sq ft",,2100,2100
New Jersey,108 Kearney Ave Unit 2,"108 Kearney Ave Unit 2, Jersey City, NJ 07305",2850,"3 Beds, 2 Baths, 1,200 sq ft",,2850,2850
New Jersey,17 Linden Ave,"17 Linden Ave, Jersey City, NJ 07305",2250,"2 Beds, 1 Bath, 625 sq ft",5512775331.0,2250,2250
New Jersey,855 Pavonia Ave Unit 2,"855 Pavonia Ave Unit 2, Jersey City, NJ 07306",2700,"3 Beds, 1 Bath, 900 sq ft",5512775802.0,2700,2700
New Jersey,339 Grove St Unit 4,"339 Grove St Unit 4, Jersey City, NJ 07302",2999,"2 Beds, 1 Bath, 800 sq ft",2018229324.0,2999,2999
New Jersey,224 Old Bergen Rd,"224 Old Bergen Rd, Jersey City, NJ 07305",3000,"4 Beds, 1 Bath, 1,200 sq ft",2019030126.0,3000,3000
New Jersey,70 Martin Luther King Jr Dr Unit 2,"70 Martin Luther King Jr Dr Unit 2, Jersey City, NJ 07305",2200,"3 Beds, 1 Bath, 1,000 sq ft",5515255303.0,2200,2200
New Jersey,174 Wilkinson Ave Unit 1,"174 Wilkinson Ave Unit 1, Jersey City, NJ 07305",2350,"3 Beds, 1 Bath, 1,000 sq ft",5515538025.0,2350,2350
New Jersey,93 Grant Ave,"93 Grant Ave, Jersey City, NJ 07305",2200,"3 Beds, 1 Bath, 1,000 sq ft",5512712634.0,2200,2200
New Jersey,404 Baldwin Ave Unit 2L,"404 Baldwin Ave Unit 2L, Jersey City, NJ 07306",2100,"2 Beds, 1 Bath, 800 sq ft",2014855708.0,2100,2100
New Jersey,79 Myrtle Ave Unit 2,"79 Myrtle Ave Unit 2, Jersey City, NJ 07305",2250,"3 Beds, 1 Bath, 1,000 sq ft",2013792202.0,2250,2250
New Jersey,309 Summit Ave Unit 1,"309 Summit Ave Unit 1, Jersey City, NJ 07306",4500,"4 Beds, 2 Baths, 1,200 sq ft",2018856601.0,4500,4500
New Jersey,118 Randolph Ave Unit 1,"118 Randolph Ave Unit 1, Jersey City, NJ 07305",2400,"3 Beds, 1 Bath, 1,000 sq ft",2017013683.0,2400,2400
New Jersey,224 Fairmount Ave Unit 1,"224 Fairmount Ave Unit 1, Jersey City, NJ 07306",1800,"1 Bed, 1 Bath, 650 sq ft",5512775437.0,1800,1800
New Jersey,411 2nd St,"411 2nd St, Jersey City, NJ 07302",3000,"1 Bed, 1 Bath, 900 sq ft",,3000,3000
New Jersey,110 Baldwin Ave Unit 3,"110 Baldwin Ave Unit 3, Jersey City, NJ 07306",2200,"2 Beds, 1 Bath, 800 sq ft",2019841702.0,2200,2200
New Jersey,165 Sterling Ave Unit 27,"165 Sterling Ave Unit 27, Jersey City, NJ 07305",1850,"1 Bed, 1 Bath, 650 sq ft",2016769503.0,1850,1850
New Jersey,369 Danforth Ave,"369 Danforth Ave, Jersey City, NJ 07305",2100 - 2140,"2 Beds, 1 Bath, 800 sq ft",2019321129.0,2100,2140
New Jersey,8 Rutgers Ave Unit 5,"8 Rutgers Ave Unit 5, Jersey City, NJ 07305",2100,"2 Beds, 1 Bath, 800 sq ft",2014256523.0,2100,2100
New Jersey,77 Oak St Unit 3,"77 Oak St Unit 3, Jersey City, NJ 07304",2375,"3 Beds, 1 Bath, 1,000 sq ft",2016854269.0,2375,2375
New Jersey,65 Wade St Unit 1,"65 Wade St Unit 1, Jersey City, NJ 07305",2400,"3 Beds, 1 Bath, 1,000 sq ft",2017195243.0,2400,2400
New Jersey,17 Belmont Ave Unit 1,"17 Belmont Ave Unit 1, Jersey City, NJ 07304",3450,"3 Beds, 2 Baths, 1,000 sq ft",2017343100.0,3450,3450
New Jersey,387 Forrest St Unit 7,"387 Forrest St Unit 7, Jersey City, NJ 07304",1595,"1 Bed, 1 Bath, 650 sq ft",5512821783.0,1595,1595
New Jersey,39 Summit Ave Unit 2,"39 Summit Ave Unit 2, Jersey City, NJ 07304",2850,"3 Beds, 1.5 Baths, 1,200 sq ft",,2850,2850
New Jersey,55 Grace St Unit 1,"55 Grace St Unit 1, Jersey City, NJ 07307",2800,"3 Beds, 2 Baths, 1,200 sq ft",6462981329.0,2800,2800
New Jersey,201 Saint Pauls Ave Unit 12 B,"201 Saint Pauls Ave Unit 12 B, Jersey City, NJ 07306",1900,"Studio, 1 Bath, 465 sq ft",5512617214.0,1900,1900
New Jersey,126 Dudley St Unit 313,"126 Dudley St Unit 313, Jersey City, NJ 07302",4100,"2 Beds, 2 Baths, 1,018 sq ft",2019926079.0,4100,4100
New Jersey,225 Saint Pauls Ave Unit 16E,"225 Saint Pauls Ave Unit 16E, Jersey City, NJ 07306",2500,"1 Bed, 1 Bath, 772 sq ft",2017442170.0,2500,2500
New Jersey,88 MORGAN St Unit 4407,"88 MORGAN St Unit 4407, Downtown, NJ 07302",3550,"1 Bed, 1 Bath, 792 sq ft",7328632580.0,3550,3550
New Jersey,128 Coles St,"128 Coles St, Jersey City, NJ 07302",1700 - 3200,"Studio - 2 Beds, 1 Bath",7328632171.0,1700,3200
New Jersey,10 Huron Ave Unit 4N,"10 Huron Ave Unit 4N, Jersey City, NJ 07306",3100,"2 Beds, 1 Bath, 1,045 sq ft",2017759578.0,3100,3100
New Jersey,523 Jersey Ave Unit 2,"523 Jersey Ave Unit 2, Jersey City, NJ 07302",2300,"1 Bed, 1 Bath, 600 sq ft",,2300,2300
